Date,High,Low,Open,Close,Volume,Adj Close
1999-12-31,8.84375,8.671875,8.8125,8.78125,660800.0,7.913405895233154
2000-01-03,9.0,8.75,8.875,8.75,900400.0,7.885242938995361
2000-01-04,8.84375,8.625,8.796875,8.640625,892000.0,7.786677837371826
2000-01-05,8.75,8.515625,8.703125,8.6875,1016800.0,7.828920841217041
2000-01-06,8.765625,8.53125,8.6875,8.695300102233887,1045200.0,7.8359503746032715
2000-01-07,9.078125,8.6875,8.765625,9.015625,1304800.0,8.124617576599121
2000-01-10,9.21875,8.8125,9.078125,8.859375,1474800.0,7.983808994293213
2000-01-11,9.109375,8.859375,8.96875,8.859375,1962800.0,7.983808994293213
2000-01-12,9.0,8.59375,8.921875,8.609375,1040400.0,7.758515357971191
2000-01-13,8.703125,8.46875,8.515625,8.59375,1389600.0,7.744437217712402
2000-01-14,8.703125,8.5,8.625,8.546875,1209200.0,7.702194690704346
2000-01-18,8.609375,8.53125,8.578125,8.53125,765600.0,7.688113212585449
2000-01-19,8.5625,8.3125,8.515625,8.328125,941200.0,7.505063056945801
2000-01-20,8.421875,8.078125,8.34375,8.125,1241600.0,7.322012424468994
2000-01-21,8.140625,7.796875,8.0,7.953125,1471600.0,7.167123794555664
2000-01-24,8.0,7.53125,7.96875,7.53125,1567200.0,6.786942005157471
2000-01-25,7.734375,7.578125,7.59375,7.625,938000.0,6.871426582336426
2000-01-26,8.1875,7.578125,7.625,8.0625,1780000.0,7.265690326690674
2000-01-27,8.09375,7.9375,8.09375,7.96875,959200.0,7.181204319000244
2000-01-28,8.21875,8.0,8.015625,8.15625,824000.0,7.350174427032471
2000-01-31,8.171875,7.96875,8.125,7.96875,1047200.0,7.181204319000244
2000-02-01,8.171875,7.375,7.46875,7.9375,3467600.0,7.153042793273926
2000-02-02,8.03125,7.734375,7.90625,7.953125,1629600.0,7.167123794555664
2000-02-03,7.890625,7.71875,7.84375,7.78125,1693200.0,7.012235164642334
2000-02-04,7.796875,7.671875,7.765625,7.671875,942400.0,6.913669109344482
2000-02-07,7.75,7.546875,7.609375,7.59375,1138800.0,6.843266010284424
2000-02-08,7.59375,7.453125,7.59375,7.515625,1420400.0,6.772861003875732
2000-02-09,7.5,7.390625,7.5,7.390625,782800.0,6.660214900970459
2000-02-10,7.546875,7.296875,7.484375,7.453125,1642800.0,6.716538429260254
2000-02-11,7.453125,7.296875,7.40625,7.296875,482400.0,6.575729846954346
2000-02-14,7.296875,6.765625,7.28125,6.828125,1692000.0,6.153306484222412
2000-02-15,7.0,6.75,6.875,6.921875,1457200.0,6.237791538238525
2000-02-16,7.046875,6.859375,6.921875,6.953125,1769200.0,6.2659525871276855
2000-02-17,7.140625,6.953125,6.984375,7.09375,1376800.0,6.3926801681518555
2000-02-18,7.171875,6.9375,7.140625,7.03125,898000.0,6.336356163024902
